laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
401,Konrad Lorenz,male,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria,other,1
401,Konrad Lorenz,male,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Max-Planck-Institut für Verhaltensphysiologie,Seewiesen,Germany,other,1
402,Nikolaas Tinbergen,male,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,University of Oxford,Oxford,United Kingdom,university,1
403,Albert Claude,male,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,Université Catholique de Louvain,Louvain,Belgium,university,1
404,Christian de Duve,male,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,Rockefeller University,"New York, NY",United States,university,1
404,Christian de Duve,male,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,Université Catholique de Louvain,Louvain,Belgium,university,1
405,George E. Palade,male,1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,"Yale University, School of Medicine","New Haven, CT",United States,university,1
406,David Baltimore,male,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
407,Renato Dulbecco,male,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Imperial Cancer Research Fund Laboratory,London,United Kingdom,research_institute,1
408,Howard Martin Temin,male,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,University of Wisconsin,"Madison, WI",United States,university,1
409,Baruch S. Blumberg,male,1976,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,The Institute for Cancer Research,"Philadelphia, PA",United States,research_institute,1
410,D. Carleton Gajdusek,male,1976,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,National Institutes of Health,"Bethesda, MD",United States,government,1
411,Roger Guillemin,male,1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,The Salk Institute,"San Diego, CA",United States,research_institute,1
412,Andrew V. Schally,male,1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,Veterans Administration Hospital,"New Orleans, LA",United States,research_institute,1
413,Rosalyn Yalow,female,1977,Physiology or Medicine,for the development of radioimmunoassays of peptide hormones,Veterans Administration Hospital,"Bronx, NY",United States,research_institute,1
414,Werner Arber,male,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Biozentrum der Universität,Basel,Switzerland,university,1
415,Daniel Nathans,male,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Johns Hopkins University School of Medicine,"Baltimore, MD",United States,university,1
416,Hamilton O. Smith,male,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Johns Hopkins University School of Medicine,"Baltimore, MD",United States,university,1
417,Allan M. Cormack,male,1979,Physiology or Medicine,for the development of computer assisted tomography,Tufts University,"Medford, MA",United States,university,1
418,Godfrey N. Hounsfield,male,1979,Physiology or Medicine,for the development of computer assisted tomography,"Central Research Laboratories, EMI",London,United Kingdom,research_institute,1
419,Baruj Benacerraf,male,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Harvard Medical School,"Boston, MA",United States,other,1
420,Jean Dausset,male,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,university,1
421,George D. Snell,male,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Jackson Laboratory,"Bar Harbor, ME",United States,research_institute,1
422,Roger W. Sperry,male,1981,Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
423,David H. Hubel,male,1981,Physiology or Medicine,for their discoveries concerning information processing in the visual system,Harvard Medical School,"Boston, MA",United States,other,1
424,Torsten N. Wiesel,male,1981,Physiology or Medicine,for their discoveries concerning information processing in the visual system,Harvard Medical School,"Boston, MA",United States,other,1
425,Sune K. Bergström,male,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,Karolinska Institutet,Stockholm,Sweden,other,1
426,Bengt I. Samuelsson,male,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,Karolinska Institutet,Stockholm,Sweden,other,1
427,John R. Vane,male,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,The Wellcome Research Laboratories,Beckenham,United Kingdom,research_institute,1
428,Barbara McClintock,female,1983,Physiology or Medicine,for her discovery of mobile genetic elements,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States,research_institute,1
429,Niels K. Jerne,male,1984,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology,Basel,Switzerland,research_institute,1
430,Georges J.F. Köhler,male,1984,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology,Basel,Switzerland,research_institute,1
431,César Milstein,male,1984,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
432,Michael S. Brown,male,1985,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States,university,1
433,Joseph L. Goldstein,male,1985,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States,university,1
434,Stanley Cohen,male,1986,Physiology or Medicine,for their discoveries of growth factors,Vanderbilt University School of Medicine,"Nashville, TN",United States,university,1
435,Rita Levi-Montalcini,female,1986,Physiology or Medicine,for their discoveries of growth factors,Institute of Cell Biology of the C.N.R.,Rome,Italy,research_institute,1
436,Susumu Tonegawa,male,1987,Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
437,Sir James W. Black,male,1988,Physiology or Medicine,for their discoveries of important principles for drug treatment,"London University, King's College Hospital Medical School",London,United Kingdom,university,1
